id,premises_name,legal_entity,address,town,region
amberley-pharmacy-canterbury,Amberley Pharmacy,Amberley Pharmacy Practice Limited,"127a Carters Road Amberley 7410, Canterbury",Canterbury,South Island | Te Waipounamu
anderson-s-exchange-pharmacy-southern,Anderson's Exchange Pharmacy,B&N14 Limited,"Ground Floor 8 Broadway Dunedin Central DUNEDIN 9016, Southern",Southern,South Island | Te Waipounamu
antidote-cromwell-southern,Antidote Cromwell,Antidote (NZ) No.2 Limited,"22 The Mall Cromwell 9310, Southern",Southern,South Island | Te Waipounamu
antidote-gardens-southern,Antidote Gardens,Antidote (NZ) Limited,"Shop 2, Gardens Shopping Mall 1 North Road North East Valley Dunedin 9010, Southern",Southern,South Island | Te Waipounamu
antidote-lake-dunstan-southern,Antidote Lake Dunstan,Antidote (NZ) No.2 Limited,"2A The Mall, Cromwell, 9310, Southern",Southern,South Island | Te Waipounamu
antidote-macandrew-southern,Antidote Macandrew,Antidote (NZ) No.2 Limited,"98 Macandrew Road, South Dunedin, Dunedin, 9012, Southern",Southern,South Island | Te Waipounamu
antidote-meridian-southern,Antidote Meridian,Antidote (NZ) No.2 Limited,"Shop G10A, Meridian Mall 285 George Street Dunedin Central Dunedin 9016, Southern",Southern,South Island | Te Waipounamu
antidote-mornington-southern,Antidote Mornington,Antidote (NZ) Limited,"170 Eglinton Road, Mornington, Dunedin, 9011, Southern",Southern,South Island | Te Waipounamu
antidote-north-southern,Antidote North,Antidote (NZ) Limited,"650 George Street, North Dunedin, Dunedin, 9010, Southern",Southern,South Island | Te Waipounamu
antidote-octagon-southern,Antidote Octagon,Antidote (NZ) Limited,"2 George Street Dunedin Central Dunedin 9016, Southern",Southern,South Island | Te Waipounamu
aspiring-pharmacy-southern,Aspiring Pharmacy,Tititea Pharmacy Limited,"29 Helwick Street Wanaka 9305, Southern",Southern,South Island | Te Waipounamu
avonhead-pharmacy-2001-limited-canterbury,Avonhead Pharmacy (2001) Limited,Avonhead Pharmacy (2001) Limited,"Shop 22, Avonhead Shopping Centre 210 Withells Road Avonhead Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
baillie-and-lewis-pharmacy-southern,Baillie and Lewis Pharmacy,Baillie & Lewis 2002 Limited,"3 - 7 Martin Street, Strathern, Invercargill, 9812, Southern",Southern,South Island | Te Waipounamu
balmac-pharmacy-2011-limited-southern,Balmac Pharmacy 2011 Limited,Balmac Pharmacy 2011 Limited,"128 Helensburgh Road Wakari Dunedin 9010, Southern",Southern,South Island | Te Waipounamu
bargain-chemist-eastgate-canterbury,Bargain Chemist Eastgate,BCH EG Limited,"Tenancy 602, Eastgate Shopping Centre 20 Buckleys Road Linwood Christchurch 8062, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-george-st-southern,Bargain Chemist George St,BCH 10 Limited,"300 George Street, Dunedin Central, Dunedin, 9016, Southern",Southern,South Island | Te Waipounamu
bargain-chemist-hornby-canterbury,Bargain Chemist Hornby,BCH CP Limited,"Shop 6, Hornby Mega Centre 6 Chappie Place Hornby Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-northwood-canterbury,Bargain Chemist Northwood,BC NW Limited,"Unit I, Supa Centa 1 Radcliffe Road Belfast Christchurch 8051, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-papanui-canterbury,Bargain Chemist Papanui,BCH NL Limited,"Unit B3, NorthLink Centre 100 Langdons Road Papanui Christchurch 8052, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-rangiora-canterbury,Bargain Chemist Rangiora,BCH 29 Limited,"Unit 1, 10-12 Queen Street Rangiora 7400, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-rolleston-canterbury,Bargain Chemist Rolleston,BCH 26 Limited,"3/1 Rohutu Way, Rolleston, 7614, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-shirley-canterbury,Bargain Chemist Shirley,BCH HB Limited,"Shop E, Homebase Centre 195-201 Marshland Road Shirley Christchurch 8083, Canterbury",Canterbury,South Island | Te Waipounamu
bargain-chemist-south-dunedin-southern,Bargain Chemist South Dunedin,Bayview Pharmacy 2018 Limited,"444 Andersons Bay Road South Dunedin Dunedin 9012, Southern",Southern,South Island | Te Waipounamu
bargain-chemist-tower-junction-canterbury,Bargain Chemist Tower Junction,BCH 11 Limited,"Unit 10, Tower Junction Mega Centre, 66 Clarence Street, Addington, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
barrington-medical-centre-pharmacy-canterbury,Barrington Medical Centre Pharmacy,Shop 29 Limited,"16 Athelstan Street, Spreydon, Christchurch 8024, Canterbury",Canterbury,South Island | Te Waipounamu
bastins-community-pharmacy-canterbury,Bastins Community Pharmacy,Flosun Alpha Limited,"219 Innes Road St Albans Christchurch 8052, Canterbury",Canterbury,South Island | Te Waipounamu
bates-pharmacy-southern,Bates Pharmacy,Elwyn Bates Group Limited,"Shop 40A Clyde Street BALCLUTHA 9230, Southern",Southern,South Island | Te Waipounamu
bay-pharmacy-motueka-nelson-marlborough,Bay Pharmacy Motueka,Savine Holdings Limited,"125 High Street Motueka 7120, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
baylis-the-chemist-southern,Baylis The Chemist,Baylis The Chemist Limited,"267 King Edward Street South Dunedin Dunedin 9012, Southern",Southern,South Island | Te Waipounamu
beckford-health-pharmacy-canterbury,Beckford Health Pharmacy,Eco Signa Limited,"14 - 18 Beckford Road, Saint Martins, Christchurch, 8022, Canterbury",Canterbury,South Island | Te Waipounamu
brockville-pharmacy-southern,Brockville Pharmacy,Brockville Pharmacy Limited,"283 Brockville Road Brockville Dunedin 9011, Southern",Southern,South Island | Te Waipounamu
buller-pharmacy-west-coast,Buller Pharmacy,Ell's Pharmacy (1991) Limited,"168 Palmerston Street Westport 7825, West Coast",West Coast,South Island | Te Waipounamu
burwood-pharmacy-canterbury,Burwood Pharmacy,Burwood Pharmacy (1998) Limited,"11 Parnwell Street Burwood Christchurch 8083, Canterbury",Canterbury,South Island | Te Waipounamu
cashmere-pharmacy-canterbury,Cashmere Pharmacy,Hardings Chemists(2003) Limited,"91 Centaurus Road Huntsbury Christchurch 8022, Canterbury",Canterbury,South Island | Te Waipounamu
caversham-pharmacy-southern,Caversham Pharmacy,Corby Lai Limited,"287 South Road Caversham Dunedin 9012, Southern",Southern,South Island | Te Waipounamu
central-otago-pharmacy-southern,Central Otago Pharmacy,Stewart's Central Otago Pharmacy Limited,"Unit 9, 2 McNulty Road Cromwell 9310, Southern",Southern,South Island | Te Waipounamu
chemist-warehouse-ashburton-canterbury,Chemist Warehouse Ashburton,Pharmacy Investments 46 Limited,"Retail Tenancy 1, 36 Kermode Street, Ashburton, 7700, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-blenheim-square-canterbury,Chemist Warehouse Blenheim Square,Pharmacy Investments 21 Limited,"Shop 1, Blenheim Square 217 Blenheim Road Riccarton Christchurch 8041, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-christchurch-city-centre-canterbury,Chemist Warehouse Christchurch City Centre,Pharmacy Investments 66 Limited,"Level 1, 254 High Street, Christchurch Central, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-hornby-canterbury,Chemist Warehouse Hornby,Pharmacy Investments 61 Limited,"Shop 2 13-17 Chalmers Street Hornby Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-meridian-mall-southern,Chemist Warehouse Meridian Mall,Pharmacy Investments 40 Limited,"Shop G020C, Meridian Mall 285 George Street Dunedin Central Dunedin 9016, Southern",Southern,South Island | Te Waipounamu
chemist-warehouse-nelson-junction-nelson-marlborough,Chemist Warehouse Nelson Junction,Pharmacy Investments 56 Limited,"Tenancy H, Nelson Junction, 99 Quarantine Road, Annesbrook, Nelson, 7011, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
chemist-warehouse-northwood-canterbury,Chemist Warehouse Northwood,Pharmacy Investments 63 Limited,"Northwood Supa Centa, A/1 Radcliffe Road, Belfast, Christchurch, 8051, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-papanui-canterbury,Chemist Warehouse Papanui,Pharmacy Investments 16 Limited,"Shop 2, 43 Langdons Road Papanui Christchurch 8053, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-queenstown-town-centre-southern,Chemist Warehouse Queenstown Town Centre,Pharmacy Investments 62 Limited,"Shop B1, Mountaineer Building, 32 Rees Street, Queenstown, 9300, Southern",Southern,South Island | Te Waipounamu
chemist-warehouse-rolleston-canterbury,Chemist Warehouse Rolleston,Pharmacy Investments 43 Limited,"Rolleston Square Shop 20, 70 Rolleston Drive Rolleston Christchurch 7614, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-south-city-shopping-centre-canterbury,Chemist Warehouse South City Shopping Centre,Pharmacy Investments 14 Limited,"Shop 2, South City Shopping Centre 555 Colombo Street Christchurch Central Christchurch 8011, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-springlands-nelson-marlborough,Chemist Warehouse Springlands,Pharmacy Investments 26 Limited,"Tenancy 2, Westwood Business Park, 9 Westwood Avenue, Springlands, Blenheim, 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
chemist-warehouse-the-palms-canterbury,Chemist Warehouse The Palms,Pharmacy Investments 28 Limited,"Shop MJ002B, The Palms Shopping Centre 18 Marshland Road Shirley Christchurch 8061, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-timaru-showgrounds-south-canterbury,Chemist Warehouse Timaru Showgrounds,Pharmacy Investments 38 Limited,"Timaru Showgrounds, Tenancy LFR2 / 233 Evans Street, Smithfield, Timaru, 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
chemist-warehouse-waimakariri-junction-canterbury,Chemist Warehouse Waimakariri Junction,Pharmacy Investments 60 Limited,"Unit E, 13 Hakarau Road, Waimakariri Junction, Kaiapoi, 7630, Canterbury",Canterbury,South Island | Te Waipounamu
chemist-warehouse-westfield-riccarton-canterbury,Chemist Warehouse Westfield Riccarton,Pharmacy Investments 59 Limited,"Westfield Riccarton Shop S412A, 129 Riccarton Road Riccarton Christchurch 8041, Canterbury",Canterbury,South Island | Te Waipounamu
christchurch-south-pharmacy-canterbury,Christchurch South Pharmacy,Hardings Chemists(2003) Limited,"167 Colombo Street Sydenham Christchurch 8023, Canterbury",Canterbury,South Island | Te Waipounamu
civic-health-pharmacy-nelson-marlborough,Civic Health Pharmacy,Wairau Pharmacy 2008 Limited,"18 Arthur Street, Blenheim, 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
collingwood-street-pharmacy-nelson-marlborough,Collingwood Street Pharmacy,McInnes Health Limited,"132 Collingwood Street Nelson 7010, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
community-care-pharmacy-nelson-marlborough,Community Care Pharmacy,Community Care Pharmacy Limited,"14 Redwood Street BLENHEIM 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
community-pharmacy-linwood-canterbury,Community Pharmacy Linwood,Linwood Pharmacy Group Limited,"Shop 1, 201 Linwood Avenue Linwood CHRISTCHURCH 8011, Canterbury",Canterbury,South Island | Te Waipounamu
cranford-pharmacy-canterbury,Cranford Pharmacy,Cranford Pharmacy Limited,"115 Sherborne Street St Albans Christchurch 8014, Canterbury",Canterbury,South Island | Te Waipounamu
darfield-pharmacy-canterbury,Darfield Pharmacy,Orangi Pharmacy and Health Limited,"58 South Terrace DARFIELD 7510, Canterbury",Canterbury,South Island | Te Waipounamu
dee-street-pharmacy-south-canterbury,Dee Street Pharmacy,Pharmacy Enterprises (2004) Limited,"5 Dee Street TIMARU 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
don-street-pharmacy-southern,Don Street Pharmacy,Don Street Pharmacy 2020 Limited,"103 Don Street, Invercargill, 9810, Southern",Southern,South Island | Te Waipounamu
dunedin-city-pharmacy-limited-southern,Dunedin City Pharmacy Limited,Dunedin City Pharmacy Limited,"22 Princes Street Dunedin Central Dunedin 9010, Southern",Southern,South Island | Te Waipounamu
eastfield-pharmacy-canterbury,Eastfield Pharmacy,EFLD Pharmacy Limited,"135 Tancred Street Ashburton 7700, Canterbury",Canterbury,South Island | Te Waipounamu
ewart-douglas-bryndwr-pharmacy-canterbury,Ewart Douglas Bryndwr Pharmacy,WCK Investment Limited,"403 Ilam Road Bryndwr Christchurch 8053, Canterbury",Canterbury,South Island | Te Waipounamu
fendalton-mall-pharmacy-canterbury,Fendalton Mall Pharmacy,Fendalton Pharmacy Limited,"Fendalton Mall Shop 2, 19 - 23 Memorial Avenue Ilam Christchurch 8053, Canterbury",Canterbury,South Island | Te Waipounamu
fiordland-community-pharmacy-southern,Fiordland Community Pharmacy,Fiordland Community Pharmacy Limited,"70B Town Centre Te Anau SOUTHLAND 9600, Southern",Southern,South Island | Te Waipounamu
five-mile-pharmacy-queenstown-southern,Five Mile Pharmacy Queenstown,Five Mile Pharmacy Queenstown Limited,"Shop 7, 32 Grant Road Frankton Queenstown 9300, Southern",Southern,South Island | Te Waipounamu
forbury-pharmacy-2004-limited-southern,Forbury Pharmacy (2004) Limited,Forbury Pharmacy (2004) Limited,"615 Hillside Road Caversham Dunedin 9012, Southern",Southern,South Island | Te Waipounamu
fry-s-pharmacy-nelson-marlborough,Fry's Pharmacy,Fry's Pharmacy Limited,"Ground Floor Suite 3, 355 Lower Queen Street RICHMOND 7020, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
geraldine-pharmacy-south-canterbury,Geraldine Pharmacy,Geraldine Pharmacy (2015) Limited,"22 & 24 Talbot Street Geraldine 7930, South Canterbury",South Canterbury,South Island | Te Waipounamu
gladstone-pharmacy-limited-southern,Gladstone Pharmacy Limited,Gladstone Pharmacy Limited,"Shop 1, 1 Herbert Street, Gladstone, Invercargill, 9810, Southern",Southern,South Island | Te Waipounamu
glengarry-pharmacy-southern,Glengarry Pharmacy,Glengarry Pharmacy 2018 Limited,"73 Glengarry Crescent Glengarry Invercargill 9810, Southern",Southern,South Island | Te Waipounamu
golden-bay-pharmacy-nelson-marlborough,Golden Bay Pharmacy,Pharmacy Holdings Takaka Limited,"17 Commercial Street Takaka 7110, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
greenwood-st-pharmacy-nelson-marlborough,Greenwood St Pharmacy,Tasman Pharmacies Limited,"6 Greenwood Street MOTUEKA 7120, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
halswell-pharmacy-canterbury,Halswell Pharmacy,Halswell Pharmacy Limited,"Unit 1, 29 Ensign Street Halswell Christchurch 8025, Canterbury",Canterbury,South Island | Te Waipounamu
hammersley-pharmacy-canterbury,Hammersley Pharmacy,Matlo Limited,"Unit 2/202 Hills Road Edgeware CHRISTCHURCH 8013, Canterbury",Canterbury,South Island | Te Waipounamu
hanafins-pharmacy-canterbury,Hanafins Pharmacy,PKR Pharmacy Limited,"Shop 8, 62 Riccarton Road, Riccarton, Christchurch, 8011, Canterbury",Canterbury,South Island | Te Waipounamu
hei-hei-pharmacy-canterbury,Hei Hei Pharmacy,Hei Hei Pharmacy (2019) Limited,"34 Wycola Avenue Hei Hei Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
highland-pharmacy-central-southern,Highland Pharmacy Central,Highland Pharmacy Central Limited,"107 Scotland Street ROXBURGH 9500, Southern",Southern,South Island | Te Waipounamu
hillmorton-pharmacy-2009-limited-canterbury,Hillmorton Pharmacy 2009 Limited,Hillmorton Pharmacy 2009 Limited,"9 Halswell Road Hillmorton CHRISTCHURCH 8025, Canterbury",Canterbury,South Island | Te Waipounamu
hoon-hay-pharmacy-canterbury,Hoon Hay Pharmacy,GM Pharmacy Limited,"120 Sparks Road, Hoon Hay, Christchurch, 8025, Canterbury",Canterbury,South Island | Te Waipounamu
hurst-taylor-unichem-pharmacy-nelson-marlborough,Hurst & Taylor Unichem Pharmacy,Hurst & Taylor Limited,"512 Main Road Stoke NELSON 7011, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
ilam-pharmacy-canterbury,Ilam Pharmacy,Meridional Care Limited,"Shop 209b Waimairi Road Ilam Christchurch 8041, Canterbury",Canterbury,South Island | Te Waipounamu
john-poswillo-pharmacy-ltd-nelson-marlborough,John Poswillo Pharmacy Ltd,John Poswillo Pharmacy Limited,"Lister Court Unit D, 16 Francis Street Blenheim 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
john-s-stoke-pharmacy-nelson-marlborough,John's Stoke Pharmacy,Hardy St Pharmacy Limited,"27 Putaitai Street Stoke Nelson 7011, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
kaiapoi-crossing-pharmacy-canterbury,Kaiapoi Crossing Pharmacy,Kaiapoi Crossing Pharmacy 2022 Limited,"Shop 7/77 Hilton Street Kaiapoi 7630, Canterbury",Canterbury,South Island | Te Waipounamu
kaiapoi-north-pharmacy-canterbury,Kaiapoi North Pharmacy,Kaiapoi Pharmacy Limited,"40 Charles Street Kaiapoi 7630, Canterbury",Canterbury,South Island | Te Waipounamu
kaikoura-pharmacy-canterbury,Kaikoura Pharmacy,Kaikoura Pharmacy (1998) Limited,"37 West End KAIKOURA 7300, Canterbury",Canterbury,South Island | Te Waipounamu
kendal-pharmacy-canterbury,Kendal Pharmacy,Alderton & Davidovski Limited,"64 Kendal Avenue Burnside Christchurch 8053, Canterbury",Canterbury,South Island | Te Waipounamu
king-medicine-management-canterbury,King Medicine Management,Tower Junction Pharmacy Limited,"Unit B, Level 2, 20/295 Blenheim Road, Upper Riccarton, Christchurch, 8041, Canterbury",Canterbury,South Island | Te Waipounamu
kiwi-pharmacy-highsted-canterbury,Kiwi Pharmacy Highsted,Northwood Pharmacy Limited,"2/118A Claridges Road Casebrook Christchurch 8051, Canterbury",Canterbury,South Island | Te Waipounamu
kiwi-pharmacy-yaldhurst-canterbury,Kiwi Pharmacy Yaldhurst,Yaldhurst Pharmacy Limited,"3 Filly Place Yaldhurst Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
larson-s-pharmacy-southern,Larson's Pharmacy,Larson's Green Island Limited,"216 Main South Road Green Island Dunedin 9018, Southern",Southern,South Island | Te Waipounamu
leeston-pharmacy-canterbury,Leeston Pharmacy,Leeston Pharmacy 2008 Limited,"76 High Street LEESTON 7632, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-ashburton-canterbury,Life Pharmacy Ashburton,Ashburton Pharmacy (2020) Limited,"262 East Street Ashburton 7700, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-barrington-canterbury,Life Pharmacy Barrington,Shop 29 Limited,"Shop 54, Barrington Shopping Centre 256 Barrington Street Spreydon Christchurch 8024, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-blenheim-nelson-marlborough,Life Pharmacy Blenheim,Mortimers & Frasers Pharmacy Limited,"101A Market Street, Blenheim, 7201, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
life-pharmacy-centre-city-southern,Life Pharmacy Centre City,Centre City Pharmacy (2004) Limited,"Shop 10, 133 Great King Street, Dunedin Central, Dunedin, 9016, Southern",Southern,South Island | Te Waipounamu
life-pharmacy-donna-kerr-southern,Life Pharmacy Donna Kerr,Donna Kerr Pharmacy Limited,"48 Windsor Street Windsor INVERCARGILL 9810, Southern",Southern,South Island | Te Waipounamu
life-pharmacy-hornby-canterbury,Life Pharmacy Hornby,HM Pharmacy Limited,"Shop 2, The Hub Hornby 418 Main South Road Hornby Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-la-hood-s-southern,Life Pharmacy La Hood's,La Hood's The Chemist 2018 Limited,"43 Main Street, Gore 9710, Southern",Southern,South Island | Te Waipounamu
life-pharmacy-merivale-canterbury,Life Pharmacy Merivale,Christchurch Pharmacy (2015) Limited,"193 Papanui Road Merivale Christchurch 8014, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-motueka-nelson-marlborough,Life Pharmacy Motueka,Pharmacy Holdings Motueka Limited,"179 High Street, Motueka, 7120, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
life-pharmacy-nelson-city-nelson-marlborough,Life Pharmacy Nelson City,Nelson City Pharmacy Limited,"Tenancy 2, 191 Trafalgar Street Nelson 7010, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
life-pharmacy-northlands-canterbury,Life Pharmacy Northlands,Northlands Pharmacy (2003) Limited,"Shop 84, Northlands Shopping Centre, 55 Main North Road, Papanui, Christchurch, 8052, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-prices-nelson-marlborough,Life Pharmacy Prices,Trident Pharmacy (2017) Limited,"296 Hardy Street Nelson 7010, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
life-pharmacy-rangiora-canterbury,Life Pharmacy Rangiora,Pharmakon Limited,"172 - 176 High Street Rangiora 7400, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-riccarton-canterbury,Life Pharmacy Riccarton,Riccarton Mall Pharmacy 2000 Limited,"Westfield Riccarton, 129 Riccarton Road, Riccarton, Christchurch, 8041, Canterbury",Canterbury,South Island | Te Waipounamu
life-pharmacy-wilkinsons-southern,Life Pharmacy Wilkinsons,Life Pharmacy Queenstown Limited,"The Corner Rees Street & The Mall Queenstown 9348, Southern",Southern,South Island | Te Waipounamu
lincoln-pharmacy-canterbury,Lincoln Pharmacy,Lincoln Pharmacy (2012) Limited,"8 Gerald Street LINCOLN 7608, Canterbury",Canterbury,South Island | Te Waipounamu
linwood-village-pharmacy-canterbury,Linwood Village Pharmacy,Linwood Village Pharmacy Limited,"Shop 2/384 Worcester Street Linwood Christchurch 8011, Canterbury",Canterbury,South Island | Te Waipounamu
longhurst-pharmacy-canterbury,Longhurst Pharmacy,Longhurst Pharmacy Limited,"53 Caulfield Avenue Halswell CHRISTCHURCH 8025, Canterbury",Canterbury,South Island | Te Waipounamu
lyttelton-pharmacy-post-centre-canterbury,Lyttelton Pharmacy & Post Centre,Bell's Pharmacy Lyttelton Limited,"19 London Street LYTTELTON 8082, Canterbury",Canterbury,South Island | Te Waipounamu
mackenzie-pharmacy-south-canterbury,Mackenzie Pharmacy,Mackenzie Encounter Limited,"6-7 Market Place Twizel 7901, South Canterbury",South Canterbury,South Island | Te Waipounamu
maniototo-pharmacy-southern,Maniototo Pharmacy,Maniototo Pharmacy Limited,"25 Charlemont Street Ranfurly 9332, Southern",Southern,South Island | Te Waipounamu
mapua-pharmacy-nelson-marlborough,Mapua Pharmacy,Mapua Pharmacy Limited,"Unit 3 and 4, 66-68 Aranui Road Mapua 7005, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
marchwiel-pharmacy-south-canterbury,Marchwiel Pharmacy,Avien Limited,"255 Selwyn Street Marchwiel Timaru 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
marshlands-family-pharmacy-canterbury,Marshlands Family Pharmacy,Marshlands Family Pharmacy Limited,"427 Marshland Road Marshland Christchurch 8051, Canterbury",Canterbury,South Island | Te Waipounamu
mcglashen-pharmacy-nelson-marlborough,McGlashen Pharmacy,McGlashen Pharmacy Limited,"42 Oxford Street Richmond Nelson 7020, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
mcnaughton-s-pharmacy-southern,McNaughton's Pharmacy,JJGSY Limited,"351A King Edward Street South Dunedin Dunedin 9012, Southern",Southern,South Island | Te Waipounamu
medical-centre-pharmacy-nelson-marlborough,Medical Centre Pharmacy,CCGI Limited,"114 High Street, Picton, 7220, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
merivale-medical-pharmacy-canterbury,Merivale Medical Pharmacy,Schiehallion Limited,"236 Papanui Road Strowan Christchurch 8014, Canterbury",Canterbury,South Island | Te Waipounamu
methven-pharmacy-canterbury,Methven Pharmacy,Methven Pharmacy Limited,"Shop 830, 101 Main Street METHVEN 7730, Canterbury",Canterbury,South Island | Te Waipounamu
milton-pharmacy-southern,Milton Pharmacy,Helium Healthcare Limited,"71 Union Street, Milton, 9220, Southern",Southern,South Island | Te Waipounamu
mosgiel-health-centre-pharmacy-limited-southern,Mosgiel Health Centre Pharmacy Limited,Mosgiel Health Centre Pharmacy Limited,"23 Inglis Street, Mosgiel, 9024, Southern",Southern,South Island | Te Waipounamu
moyle-s-pharmacy-south-canterbury,Moyle's Pharmacy,Moyles Pharmacy 2024 Limited,"6 Dee Street Timaru 7910, South Canterbury",South Canterbury,South Island | Te Waipounamu
musselburgh-pharmacy-2021-limited-southern,Musselburgh Pharmacy (2021) Limited,Musselburgh Pharmacy (2021) Limited,"59 - 61 Musselburgh Rise Musselburgh Dunedin 9013, Southern",Southern,South Island | Te Waipounamu
netherby-pharmacy-canterbury,Netherby Pharmacy,Netherby Pharmacy Limited,"214 Chalmers Avenue Hampstead ASHBURTON 7700, Canterbury",Canterbury,South Island | Te Waipounamu
nga-kete-pharmacy-southern,Nga Kete Pharmacy,He Puna Waiora Wellness Pharmacy Limited,"92 Spey Street, Invercargill, 9810, Southern",Southern,South Island | Te Waipounamu
north-avon-pharmacy-canterbury,North Avon Pharmacy,North Avon Road Pharmacy Limited,"28 North Avon Road Richmond Christchurch 8013, Canterbury",Canterbury,South Island | Te Waipounamu
north-otago-pharmacy-southern,North Otago Pharmacy,Nie's Pharmacy Limited,"213 - 215 Thames Street Oamaru 9400, Southern",Southern,South Island | Te Waipounamu
oamaru-pharmacy-southern,Oamaru Pharmacy,Oamaru Pharmacy 2018 Limited,"171 - 173 Thames Street Oamaru 9400, Southern",Southern,South Island | Te Waipounamu
omaka-landing-pharmacy-nelson-marlborough,Omaka Landing Pharmacy,John Poswillo Pharmacy Limited,"4 Richardson Avenue Burleigh Blenheim 7272, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
oxford-pharmacy-canterbury,Oxford Pharmacy,Oxford Pharmacy (2013) Limited,"49B Main Street OXFORD 7430, Canterbury",Canterbury,South Island | Te Waipounamu
papanui-pharmacy-canterbury,Papanui Pharmacy,Papanui Pharmacy (2008) Limited,"438 Papanui Road, Strowan, Christchurch, 8052, Canterbury",Canterbury,South Island | Te Waipounamu
parkside-pharmacy-on-oxford-terrace-canterbury,Parkside Pharmacy on Oxford Terrace,PA-MA-KO Limited,"Unit B2, 32 Oxford Terrace Christchurch Central Christchurch 8011, Canterbury",Canterbury,South Island | Te Waipounamu
pegasus-pharmacy-canterbury,Pegasus Pharmacy,Pegasus Pharmacy Limited,"52 Pegasus Main Street, Pegasus, 7612, Canterbury",Canterbury,South Island | Te Waipounamu
pharmacy-ferrymead-canterbury,Pharmacy @ Ferrymead,Ferrymead Pharmacy (2009) Limited,"Units 1 & 2, Stage 2 Building 1005 Ferry Road Ferrymead CHRISTCHURCH 8023, Canterbury",Canterbury,South Island | Te Waipounamu
pharmacy-now-canterbury,Pharmacy Now,LD Group Limited,"11a/1 Stark Drive Wigram Christchurch 8042, Canterbury",Canterbury,South Island | Te Waipounamu
picton-healthcare-pharmacy-nelson-marlborough,Picton Healthcare Pharmacy,CCGI Limited,"6 High Street Picton 7220, Nelson Marlborough",Nelson Marlborough,South Island | Te Waipounamu
port-chalmers-pharmacy-southern,Port Chalmers Pharmacy,Radha Parthasarathi Investments Limited,"24 George Street Port Chalmers 9023, Southern",Southern,South Island | Te Waipounamu
prebbleton-pharmacy-canterbury,Prebbleton Pharmacy,Prebbleton Village Pharmacy Limited,"Shop 3/563 Springs Road Prebbleton 7604, Canterbury",Canterbury,South Island | Te Waipounamu
