id,premises_name,legal_entity,address,town,region
unichem-glendene-pharmacy-waitemat,Unichem Glendene Pharmacy,Glendene Community Pharmacy Limited,"Shop 1a, 4343 Great North Road, Glendene, Auckland, 0602, Waitematā",Waitematā,Northern
unichem-glendowie-pharmacy-auckland,Unichem Glendowie Pharmacy,Glendowie Healthcare Pharmacy Limited,"95 Ashby Avenue St Heliers Auckland 1071, Auckland",Auckland,Northern
unichem-golf-road-pharmacy-waitemat,Unichem Golf Road Pharmacy,Golf Road Pharmacy 2003 Limited,"174 Golf Road Titirangi AUCKLAND 0604, Waitematā",Waitematā,Northern
unichem-greenhithe-pharmacy-waitemat,Unichem Greenhithe Pharmacy,Greenhithe Pharmacy Limited,"Shop 2, 8 Greenhithe Road Greenhithe AUCKLAND 0632, Waitematā",Waitematā,Northern
unichem-greenlane-pharmacy-auckland,Unichem Greenlane Pharmacy,Greenlane Pharmacy (2004) Limited,"225 Great South Road Greenlane Auckland 1051, Auckland",Auckland,Northern
unichem-grey-lynn-pharmacy-auckland,Unichem Grey Lynn Pharmacy,Grey Lynn Amcal Pharmacy Limited,"580 Great North Road Grey Lynn AUCKLAND 1021, Auckland",Auckland,Northern
unichem-harbour-view-pharmacy-waitemat,Unichem Harbour View Pharmacy,Peninsula Pharmacy Limited,"382-386 Te Atatu Road Te Atatu Peninsula Auckland 0610, Waitematā",Waitematā,Northern
unichem-harris-road-pharmacy-auckland,Unichem Harris Road Pharmacy,HR Pharmacy Limited,"Shop 7/2 Harris Road Mount Wellington Auckland 1051, Auckland",Auckland,Northern
unichem-helensville-pharmacy-waitemat,Unichem Helensville Pharmacy,Helensville Pharmacy (2008) Limited,"50 Commercial Road Helensville 0800, Waitematā",Waitematā,Northern
unichem-hickey-s-pharmacy-waitemat,Unichem Hickey's Pharmacy,Hickey's Pharmacy Limited,"16A Moana Avenue Orewa 0931, Waitematā",Waitematā,Northern
unichem-highland-park-pharmacy-counties-manukau,Unichem Highland Park Pharmacy,Highland Park Pharmacy (2009) Limited,"14 Highland Park Drive, Highland Park, Auckland, 2010, Counties Manukau",Counties Manukau,Northern
unichem-hillpark-pharmacy-counties-manukau,Unichem Hillpark Pharmacy,HP Pharmacy Limited,"Hillpark Commercial Centre Shop 4, 77 Grande Vue Road Hillpark Auckland 2102, Counties Manukau",Counties Manukau,Northern
unichem-hobsonville-pharmacy-waitemat,Unichem Hobsonville Pharmacy,Hobsonville Pharmacy Limited,"Shop 7, Level 1 of Retail Block 2, 124 Hobsonville Road, Hobsonville, Auckland 0618, Waitematā",Waitematā,Northern
unichem-huapai-pharmacy-auckland,Unichem Huapai Pharmacy,Huapai Pharmacy 2025 Limited,"321 - 323 Main Road, Huapai, Kumeu, 0810, Auckland",Auckland,Northern
unichem-john-savory-pharmacy-counties-manukau,Unichem John Savory Pharmacy,Howick Family Pharmacy Limited,"78 Vincent Street Howick AUCKLAND 2014, Counties Manukau",Counties Manukau,Northern
unichem-kamo-dispensary-northland,Unichem Kamo Dispensary,BBL Pharmacies Limited,"6C Three Mile Bush Road, Kamo, Whangarei, 0112, Northland",Northland,Northern
unichem-kamo-pharmacy-northland,Unichem Kamo Pharmacy,BBL Pharmacies Limited,"521A Kamo Road, Kamo, Whangarei, 0112, Northland",Northland,Northern
unichem-karaka-pharmacy-counties-manukau,Unichem Karaka Pharmacy,Karaka Pharmacy Limited,"Shop 7a, 71 Hingaia Road Karaka Papakura 2113, Counties Manukau",Counties Manukau,Northern
unichem-kerikeri-pharmacy-northland,Unichem Kerikeri Pharmacy,Bay of Islands Pharmacies Limited,"64 Kerikeri Road Kerikeri 0230, Northland",Northland,Northern
unichem-kerimed-pharmacy-northland,Unichem Kerimed Pharmacy,Bay of Islands Pharmacies Limited,"2 Ranui Avenue Kerikeri 0230, Northland",Northland,Northern
unichem-kolmar-pharmacy-counties-manukau,Unichem Kolmar Pharmacy,Kolmar Community Pharmacy Limited,"1/133 Kolmar Road Papatoetoe AUCKLAND 2025, Counties Manukau",Counties Manukau,Northern
unichem-leabank-pharmacy-counties-manukau,Unichem Leabank Pharmacy,Leabank Pharmacy (1998) Limited,"102-104 Weymouth Road Manurewa Auckland 2102, Counties Manukau",Counties Manukau,Northern
unichem-lunn-ave-pharmacy-auckland,Unichem Lunn Ave Pharmacy,Lunn Ave Community Pharmacy Limited,"2/110 Lunn Avenue Remuera AUCKLAND 1072, Auckland",Auckland,Northern
unichem-lynnmall-waitemat,Unichem Lynnmall,B and C Pharmacy Limited,"Lynnmall Shopping Centre, Shop W.516, 3058 Great North Road, New Lynn, Auckland, 0600, Waitematā",Waitematā,Northern
unichem-mainstreet-pharmacy-howick-counties-manukau,Unichem Mainstreet Pharmacy Howick,Howick Mainstreet Pharmacy Limited,"45 - 47 Picton Street Howick Auckland 2014, Counties Manukau",Counties Manukau,Northern
unichem-mairangi-bay-pharmacy-waitemat,Unichem Mairangi Bay Pharmacy,Mairangi Bay Pharmacy Limited,"433 Beach Road, Mairangi Bay, Auckland, 0630, Waitematā",Waitematā,Northern
unichem-mangere-east-pharmacy-counties-manukau,Unichem Mangere East Pharmacy,Mangere East Community Pharmacy Limited,"7a/359 Massey Road Mangere East Auckland 2024, Counties Manukau",Counties Manukau,Northern
unichem-mangere-medical-pharmacy-counties-manukau,Unichem Mangere Medical Pharmacy,Botany Downs Pharmacy Limited,"Ground Floor, 215 Massey Road Mangere East Auckland 2024, Counties Manukau",Counties Manukau,Northern
unichem-mangere-pharmacy-counties-manukau,Unichem Mangere Pharmacy,Mangere Community Pharmacy Limited,"12 Waddon Place, Mangere, Auckland, 2022, Counties Manukau",Counties Manukau,Northern
unichem-manly-pharmacy-waitemat,Unichem Manly Pharmacy,Manly Pharmacy Limited,"53B Rawhiti Road Manly Whangaparoa 0930, Waitematā",Waitematā,Northern
unichem-manukau-pharmacy-counties-manukau,Unichem Manukau Pharmacy,Unichem Manukau Pharmacy Limited,"652 Great South Road, Manukau, Auckland, 2104, Counties Manukau",Counties Manukau,Northern
unichem-manurewa-pharmacy-counties-manukau,Unichem Manurewa Pharmacy,FCP Manurewa Limited,"198-200 Great South Road Manurewa Auckland 2102, Counties Manukau",Counties Manukau,Northern
unichem-marina-pharmacy-counties-manukau,Unichem Marina Pharmacy,Marina Chemist Limited,"Tenancy 5, Compass Building, 1 Ara Tai, Half Moon Bay, Auckland, 2012, Counties Manukau",Counties Manukau,Northern
unichem-medi-centre-pharmacy-waitemat,Unichem Medi-Centre Pharmacy,Medi Centre Pharmacy (2007) Limited,"131 Lincoln Road Henderson AUCKLAND 0610, Waitematā",Waitematā,Northern
unichem-milford-pharmacy-waitemat,Unichem Milford Pharmacy,Ascend Pharmacy Limited,"174A Kitchener Road Milford Auckland 0620, Waitematā",Waitematā,Northern
unichem-mount-wellington-pharmacy-auckland,Unichem Mount Wellington Pharmacy,Mt Wellington Pharmacy 2025 Limited,"Unit 2, Level 2, 45 Mount Wellington Highway, Mount Wellington, Auckland, 1060, Auckland",Auckland,Northern
unichem-mt-smart-pharmacy-auckland,Unichem Mt Smart Pharmacy,Mt Smart Pharmacy 2015 Limited,"233 Mount Smart Road Onehunga Auckland 1061, Auckland",Auckland,Northern
unichem-neill-s-pharmacy-auckland,Unichem Neill's Pharmacy,FCP Neill's Limited,"Shop 2, 295 Penrose Road Mount Wellington Auckland 1060, Auckland",Auckland,Northern
unichem-new-lynn-pharmacy-waitemat,Unichem New Lynn Pharmacy,New Lynn Pharmacy (2015) Limited,"19 Delta Avenue New Lynn AUCKLAND 0600, Waitematā",Waitematā,Northern
unichem-northern-clinic-pharmacy-waitemat,Unichem Northern Clinic Pharmacy,Pharmacy Care Group Limited,"212 Wairau Road Wairau Valley Auckland 0627, Waitematā",Waitematā,Northern
unichem-one-tree-hill-pharmacy-auckland,Unichem One Tree Hill Pharmacy,Pharmacysave Limited,"Bradfords Shopping Centre Shop 4/395 Great South Road Ellerslie Auckland 1051, Auckland",Auckland,Northern
unichem-onehunga-centre-pharmacy-auckland,Unichem Onehunga Centre Pharmacy,Onehunga Medical Pharmacy 2025 Limited,"73 Church Street Onehunga Auckland 1061, Auckland",Auckland,Northern
unichem-onerahi-pharmacy-northland,Unichem Onerahi Pharmacy,Onerahi Pharmacy Limited,"116 Onerahi Road, Onerahi, Whangarei 0110, Northland",Northland,Northern
unichem-orrs-pharmacy-dargaville-northland,Unichem Orrs Pharmacy Dargaville,Orrs Kaipara Pharmacies Limited,"69 Victoria Street, Dargaville, 0310, Northland",Northland,Northern
unichem-orrs-pharmacy-kaikohe-northland,Unichem Orrs Pharmacy Kaikohe,Orrs Kaikohe Pharmacies Limited,"34 Broadway KAIKOHE 0405, Northland",Northland,Northern
unichem-orrs-pharmacy-maungaturoto-northland,Unichem Orrs Pharmacy Maungaturoto,Orrs Maungaturoto Pharmacy Limited,"144-146 Hurndall Street East Maungaturoto 0520, Northland",Northland,Northern
unichem-orrs-pharmacy-tui-northland,Unichem Orrs Pharmacy Tui,Orrs Tui Pharmacy Limited,"7 Tui Crescent Maunu Whangarei 0110, Northland",Northland,Northern
unichem-ostend-pharmacy-auckland,Unichem Ostend Pharmacy,Ostend Village Pharmacy Limited,"Unit 1, 11 Belgium Street Ostend Waiheke Island 1081, Auckland",Auckland,Northern
unichem-otahuhu-health-centre-pharmacy-auckland,Unichem Otahuhu Health Centre Pharmacy,Allied Pharmacy Limited,"Shop 7a, 507 Great South Road, Otahuhu, Auckland, 1062, Auckland",Auckland,Northern
unichem-otara-pharmacy-counties-manukau,Unichem Otara Pharmacy,Otara Community Pharmacy Limited,"Unit 1, 120 East Tamaki Road Otara Auckland 2023, Counties Manukau",Counties Manukau,Northern
unichem-pakuranga-pharmacy-counties-manukau,Unichem Pakuranga Pharmacy,Care Chemist Pakuranga (2008) Limited,"11-13 Cortina Place Pakuranga Auckland 2010, Counties Manukau",Counties Manukau,Northern
unichem-panmure-pharmacy-auckland,Unichem Panmure Pharmacy,Medpharm Group Limited,"74-76 Queens Road Panmure Auckland 1072, Auckland",Auckland,Northern
unichem-papakura-pharmacy-counties-manukau,Unichem Papakura Pharmacy,Papakura Pharmacy Limited,"285 - 291 Great South Road, Papakura, 2110, Counties Manukau",Counties Manukau,Northern
unichem-papatoetoe-pharmacy-counties-manukau,Unichem Papatoetoe Pharmacy,Papatoetoe City Centre Pharmacy Limited,"3/63 St George Street Papatoetoe Auckland 2025, Counties Manukau",Counties Manukau,Northern
unichem-peninsula-pharmacy-waitemat,Unichem Peninsula Pharmacy,Peninsula Pharmacy Limited,"550 Te Atatu Road Te Atatu Peninsula Auckland 0610, Waitematā",Waitematā,Northern
unichem-peter-boles-pharmacy-counties-manukau,Unichem Peter Boles Pharmacy,PB Pharmacy Limited,"6/33 Fellbrook Street Manurewa Auckland 2102, Counties Manukau",Counties Manukau,Northern
unichem-point-chevalier-pharmacy-auckland,Unichem Point Chevalier Pharmacy,Point Chevalier Pharmacy Limited,"1209-1213 Great North Road Point Chevalier AUCKLAND 1022, Auckland",Auckland,Northern
unichem-ponsonby-pharmacy-auckland,Unichem Ponsonby Pharmacy,HealthEJK Limited,"1/283 Ponsonby Road Ponsonby Auckland 1011, Auckland",Auckland,Northern
unichem-pukekohe-pharmacy-counties-manukau,Unichem Pukekohe Pharmacy,Pukekohe Pharmacy (2005) Limited,"16 West Street Pukekohe 2120, Counties Manukau",Counties Manukau,Northern
unichem-queen-street-pharmacy-auckland,Unichem Queen Street Pharmacy,280 Queen Street (2005) Limited,"262 Queen Street Auckland Central Auckland 1010, Auckland",Auckland,Northern
unichem-rangatira-pharmacy-waitemat,Unichem Rangatira Pharmacy,Rangatira Pharmacy Limited,"338-342 Rangatira Road Beach Haven Auckland 0626, Waitematā",Waitematā,Northern
unichem-ratanui-pharmacy-waitemat,Unichem Ratanui Pharmacy,Ratanui Community Pharmacy Limited,"77 Lincoln Road Henderson AUCKLAND 0610, Waitematā",Waitematā,Northern
unichem-red-beach-pharmacy-waitemat,Unichem Red Beach Pharmacy,Red Beach Pharmacy (1995) Limited,"Shop 8, Red Beach Shopping Centre, 42 Red Beach Road, Red Beach, Whangaparaoa, 0932, Waitematā",Waitematā,Northern
unichem-remuera-pharmacy-auckland,Unichem Remuera Pharmacy,Life Pharmacy Remuera Limited,"Shop 6 333 Remuera Road Remuera Auckland 1050, Auckland",Auckland,Northern
unichem-richardson-road-pharmacy-auckland,Unichem Richardson Road Pharmacy,Richardson Rd Community Pharmacy Limited,"443 Richardson Road Mt Roskill Auckland 1041, Auckland",Auckland,Northern
unichem-rosedale-pharmacy-waitemat,Unichem Rosedale Pharmacy,Rosedale Pharmacy 2015 Limited,"Unit B2 & B3, 372 Rosedale Road Rosedale AUCKLAND 0632, Waitematā",Waitematā,Northern
unichem-roskill-village-pharmacy-auckland,Unichem Roskill Village Pharmacy,Roskill Village Pharmacy Limited,"1490 Dominion Road Extension Mount Roskill AUCKLAND 1041, Auckland",Auckland,Northern
unichem-royal-oak-pharmacy-auckland,Unichem Royal Oak Pharmacy,Royal Oak Pharmacy 2018 Limited,"Shop 15, Royal Oak Mall, 691 Manukau Road, Royal Oak Auckland 1023, Auckland",Auckland,Northern
unichem-sandringham-pharmacy-auckland,Unichem Sandringham Pharmacy,Sandringham Community Pharmacy Limited,"2 Kitchener Road Sandringham AUCKLAND 1025, Auckland",Auckland,Northern
unichem-silverdale-pharmacy-waitemat,Unichem Silverdale Pharmacy,Silverdale Community Pharmacy Limited,"25/61 Silverdale Street Silverdale Auckland 0932, Waitematā",Waitematā,Northern
unichem-st-heliers-pharmacy-auckland,Unichem St Heliers Pharmacy,St Heliers Bay Pharmacy Limited,"10C Turua Street St Heliers Auckland 1071, Auckland",Auckland,Northern
unichem-stoddard-rd-pharmacy-auckland,Unichem Stoddard Rd Pharmacy,Stoddard Rd Community Pharmacy Limited,"Shop Number 301A Roskill Retail Centre 22 Stoddard Road Mt Roskill AUCKLAND 1041, Auckland",Auckland,Northern
unichem-sunnynook-pharmacy-waitemat,Unichem Sunnynook Pharmacy,Sunnynook Pharmacy Limited,"Shop 4-5, Sunnynook Shopping Centre, 120-126 Sunnynook Road, Sunnynook, Auckland, 0620, Waitematā",Waitematā,Northern
unichem-takanini-pharmacy-counties-manukau,Unichem Takanini Pharmacy,Takanini Community Pharmacy Limited,"3-226 Great South Road Takanini Auckland 2112, Counties Manukau",Counties Manukau,Northern
unichem-takanini-village-pharmacy-counties-manukau,Unichem Takanini Village Pharmacy,Takanini Clinic Pharmacy Limited,"2b/Building 2, 30 Walters Road TAKANINI 2112, Counties Manukau",Counties Manukau,Northern
unichem-ti-rakau-drive-pharmacy-counties-manukau,Unichem Ti Rakau Drive Pharmacy,Davies Corner Pharmacy Limited,"316 Ti Rakau Drive, Burswood, Auckland, 2013, Counties Manukau",Counties Manukau,Northern
unichem-torbay-pharmacy-waitemat,Unichem Torbay Pharmacy,Torbay Pharmacy Limited,"1040 Beach Road Torbay Auckland 0630, Waitematā",Waitematā,Northern
unichem-tuakau-pharmacy-counties-manukau,Unichem Tuakau Pharmacy,Carole Baxter Limited,"51-53 George Street TUAKAU 2121, Counties Manukau",Counties Manukau,Northern
unichem-waiora-pharmacy-waitemat,Unichem Waiora Pharmacy,Waiora Community Pharmacy Limited,"Whanau House 4-8 Pioneer Street Henderson Auckland 0612, Waitematā",Waitematā,Northern
unichem-waiuku-medical-pharmacy-counties-manukau,Unichem Waiuku Medical Pharmacy,Waiuku Medical Pharmacy (2010) Limited,"30B Constable Road, Waiuku, 2123, Counties Manukau",Counties Manukau,Northern
unichem-waiuku-pharmacy-counties-manukau,Unichem Waiuku Pharmacy,Waiuku Pharmacy (2016) Limited,"40 Queen Street, Waiuku, 2123, Counties Manukau",Counties Manukau,Northern
unichem-walls-roche-royal-oak-pharmacy-auckland,Unichem Walls & Roche Royal Oak Pharmacy,Walls & Roche Royal Oak Pharmacy Limited,"792 Manukau Road, Royal Oak, Auckland, 1023, Auckland",Auckland,Northern
unichem-warkworth-pharmacy-waitemat,Unichem Warkworth Pharmacy,Warkworth Community Pharmacy Limited,"2/23 Percy Street Warkworth Auckland 0910, Waitematā",Waitematā,Northern
unichem-weiti-pharmacy-waitemat,Unichem Weiti Pharmacy,Unichem Weiti Pharmacy Limited,"2/3 Brian Smith Drive Silverdale Auckland 0932, Waitematā",Waitematā,Northern
unichem-west-city-pharmacy-auckland,Unichem West City Pharmacy,West City Pharmacy (2010) Limited,"Level 2, Shop 222, WestCity Waitakere Shopping Centre 7 Catherine Street Henderson Auckland 0612, Auckland",Auckland,Northern
unichem-westgate-pharmacy-waitemat,Unichem Westgate Pharmacy,Westgate Community Pharmacy Limited,"Shop 6, Westgate Shopping Centre 1 Fernhill Drive Westgate Auckland 0614, Waitematā",Waitematā,Northern
unichem-whangaparaoa-family-pharmacy-waitemat,Unichem Whangaparaoa Family Pharmacy,Whangaparaoa Family Pharmacy Limited,"5/651 Whangaparaoa Road Stanmore Bay Whangaparaoa 0932, Waitematā",Waitematā,Northern
unichem-whangarei-pharmacy-northland,Unichem Whangarei Pharmacy,Whangarei Community Pharmacy Limited,"Shop 2, 32 - 48 Reyburn Street Whangarei 0110, Northland",Northland,Northern
unichem-wynyard-pharmacy-auckland,Unichem Wynyard Pharmacy,Hurstmere Pharmacy (2008) Limited,"Ground Floor, Datacom Building Rental Unit 4b, 58 Gaunt Street Auckland Central Auckland 1010, Auckland",Auckland,Northern
vaiola-pharmacy-auckland,Vaiola Pharmacy,Vaiola Pharmacy Limited,"1 Fleming Street Onehunga Auckland 1061, Auckland",Auckland,Northern
waiheke-unichem-pharmacy-auckland,Waiheke Unichem Pharmacy,Waiheke Pharmacy Limited,"120 Ocean View Road Oneroa Waiheke Island 1081, Auckland",Auckland,Northern
waimauku-pharmacy-silver-fern-waitemat,Waimauku Pharmacy - Silver Fern,Waimauku Village Pharmacy Limited,"Shop C13 (7E), The Triangle, 5-19 Factory Road Waimauku Auckland 0812, Waitematā",Waitematā,Northern
waimauku-village-pharmacy-waitemat,Waimauku Village Pharmacy,Waimauku Village Pharmacy Limited,"8 Waimauku Station Road WAIMAUKU 0812, Waitematā",Waitematā,Northern
waipapa-unichem-pharmacy-northland,Waipapa Unichem Pharmacy,Bay of Islands Pharmacies Limited,"7 Klinac Lane Waipapa 0230, Northland",Northland,Northern
waipu-pharmacy-northland,Waipu Pharmacy,Waipu Village Pharmacy Limited,"25 The Centre Waipu 0510, Northland",Northland,Northern
walls-roche-medicine-management-auckland,Walls & Roche Medicine Management,Walls & Roche Royal Oak Pharmacy Limited,"Level 2, 778-784 Manukau Road, Royal Oak, Auckland, 1023, Auckland",Auckland,Northern
wellsford-pharmacy-auckland,Wellsford Pharmacy,Wellspharm Pharmacy Limited,"Suite 1, 149 Rodney Street Wellsford 0900, Auckland",Auckland,Northern
west-harbour-pharmacy-waitemat,West Harbour Pharmacy,Petros Pharmacy Limited,"Shop 6, 45 Luckens Road West Harbour AUCKLAND 0618, Waitematā",Waitematā,Northern
westmere-pharmacy-limited-auckland,Westmere Pharmacy Limited,Westmere Pharmacy Limited,"156 Garnet Road Westmere Auckland 1022, Auckland",Auckland,Northern
westview-pharmacy-waitemat,Westview Pharmacy,Westview Pharmacy (1994) Limited,"Tenancy 2, Westview Medical Centre 5 Glendale Road Glen Eden AUCKLAND 0602, Waitematā",Waitematā,Northern
weymouth-whanau-pharmacy-counties-manukau,Weymouth Whanau Pharmacy,Weymouth Whanau Pharmacy Limited,"5 Waimahia Avenue Weymouth Auckland 2103, Counties Manukau",Counties Manukau,Northern
white-swan-pharmacy-auckland,White Swan Pharmacy,Your Health Care Pharmacy Limited,"460 Richardson Road Mt Roskill Auckland 1041, Auckland",Auckland,Northern
windsor-medical-pharmacy-waitemat,Windsor Medical Pharmacy,Chemist Trading Limited,"Shop 2, 51 Corinthian Drive, Albany, Auckland, 0632, Waitematā",Waitematā,Northern
wiri-health-pharmacy-counties-manukau,Wiri Health Pharmacy,Wiri Health Pharmacy Limited,"Unit 10, 792 Great South Road, Wiri, Auckland, 2104, Counties Manukau",Counties Manukau,Northern
